Date,region,product_1,product_2,product_3
2021-04-01,Europe,19976,2371,2371
2021-04-01,Europe,6779,216,216
2021-04-01,Europe,53981,7356,7356
2021-04-01,Europe,23626,7357,7357
2021-04-01,Europe,54521,14535,14535
2021-04-01,Europe,20689,4642,4642
2021-04-01,Europe,155119,4943,4943
2021-04-01,Europe,21467,6768,6768
2021-04-01,Europe,148282,4135,4135
2021-04-01,Europe,29658,945,945
2021-04-01,Europe,34778,9271,9271
2020-12-01,,23814,699,699
2020-12-01,Europe,1224,146,146
2020-12-01,Europe,512,61,61
2020-12-01,Europe,36576,1086,1086
2020-12-01,Europe,69821,2070,2070
2020-12-01,Europe,104595,3346,3346
2020-12-01,Europe,159626,4824,4824
2020-12-01,Europe,125048,3999,3999
2020-12-01,Europe,132946,4257,4257
2020-12-01,Europe,222170,7071,7071
2020-12-01,Europe,93718,2999,2999
2020-12-01,Europe,172307,5498,5498
2020-12-01,Europe,62466,1997,1997
2020-12-01,Europe,24515,782,782
2020-12-01,Europe,31188,999,999
2020-12-01,Europe,62468,1999,1999
2020-12-01,Europe,50212,1590,1590
2020-12-01,Europe,27433,879,879
2020-12-01,Europe,1164,100,100
2020-12-01,Europe,11246,313,313
2020-12-01,Europe,4603,482,482
2020-12-01,Europe,1602,135,135
2020-12-01,Europe,5552,677,677
2020-12-01,Europe,3828,352,352
2020-12-01,Europe,1223,20,20
2020-12-01,Europe,4801,38,38
2020-12-01,Europe,135865,107,107
2020-12-01,Europe,317041,2211,2211
2020-12-01,Europe,61409,1560,1560
2020-12-01,Europe,61434,143,143
2020-12-01,Europe,4379,505,505
2020-12-01,Europe,3975,847,847
2020-12-01,Europe,2662,435,435
2020-12-01,Europe,3153,196,196
2020-12-01,Europe,38,1,1
2020-12-01,Europe,27793,1346,1346
2020-12-01,Europe,3613,189,189
2020-12-01,Europe,17924,1246,1246
2020-12-01,Europe,13956,933,933
2020-12-01,Europe,17351,2070,2070
2020-12-01,Europe,717,70,70
2020-12-01,Europe,11172,1326,1326
2020-12-01,Europe,3064,715,715
2020-12-01,Europe,3150,661,661
2020-12-01,Europe,941,186,186
2020-12-01,Europe,1263,180,180
2020-12-01,Europe,1184,195,195
2020-12-01,Europe,1602,170,170
2020-12-01,Europe,10138,401,401
2020-12-01,Europe,622,44,44
2020-12-01,Europe,12169,361,361
2020-12-01,Europe,6389,343,343
2020-12-01,Europe,1673,125,125
2020-12-01,Europe,3443,335,335
2020-12-01,Europe,4034,434,434
2020-12-01,Europe,3605,190,190
2020-12-01,Europe,18660,2062,2062
2020-12-01,Europe,42757,1190,1190
2020-12-01,Europe,21101,1280,1280
2020-12-01,Europe,9644,309,309
2020-12-01,Europe,5507,277,277
2020-12-01,Europe,42416,317,317
2020-12-01,Europe,26338,197,197
2020-12-01,Europe,1063930,833,833
2020-12-01,Europe,76762,1950,1950
2020-12-01,Europe,50484,473,473
2020-12-01,Europe,46945,5375,5375
2020-12-01,Europe,11913,649,649
2020-12-01,Europe,2297,170,170
2020-12-01,Europe,25101,5002,5002
2020-12-01,Europe,968817,11471,11471
2020-12-01,Europe,2280,27,27
2020-12-01,Europe,2088552,15501,15501
2020-12-01,Europe,70015,829,829
2020-12-01,Europe,74662,1610,1610
2020-12-01,Europe,71540,1541,1541
2020-12-01,Europe,130,2,2
2020-12-01,Europe,66248,18769,18769
2020-12-01,Europe,68607,2452,2452
2020-12-01,Europe,3713,98,98
2020-12-01,Europe,40155,1458,1458
2020-12-01,Europe,22022,9597,9597
2020-12-01,Europe,51256,18445,18445
2020-12-01,Europe,1937,144,144
2020-12-01,Europe,21670,2129,2129
2020-12-01,Europe,153951,7764,7764
2020-12-01,Europe,2708,163,163
2020-12-01,Europe,12330,343,343
2020-12-01,Europe,4386,264,264
2020-12-01,Europe,3433,139,139
2020-12-01,Europe,7492,377,377
2020-12-01,Europe,3683,118,118
2020-12-01,Europe,5884,1678,1678
2020-12-01,Europe,8900,2338,2338
2020-12-01,Europe,11879,2935,2935
2020-12-01,Europe,9250,2537,2537
2020-12-01,Europe,6907,970,970
2020-12-01,Europe,24501,3931,3931
2020-12-01,Europe,8146,261,261
2020-12-01,Europe,1138,87,87
2020-12-01,Europe,2689,320,320
2020-12-01,Europe,34296,1163,1163
2020-12-01,Europe,3454,150,150
2020-12-01,Europe,8224,200,200
2020-12-01,Europe,8162,61,61
2020-12-01,Europe,394663,309,309
2020-12-01,Europe,11701,93,93
2020-12-01,Europe,93056,229,229
2020-12-01,Europe,4026,32,32
2020-12-01,Europe,118050,93,93
2020-12-01,Europe,36609,125,125
2020-12-01,Europe,18789,492,492
2020-12-01,Europe,51694,185,185
2020-12-01,Europe,11852,192,192
2020-12-01,Europe,59715,139,139
2020-12-01,Europe,263482,2076,2076
2020-12-01,Europe,348692,1059,1059
2020-12-01,Europe,2708,577,577
2020-12-01,Europe,2405,387,387
2020-12-01,Europe,10354,2093,2093
2020-12-01,Europe,521148,3781,3781
2020-12-01,Europe,335266,2509,2509
2020-12-01,Europe,70353,833,833
2020-12-01,Europe,525159,6218,6218
2020-12-01,Europe,633488,4628,4628
2020-12-01,Europe,228628,2707,2707
2020-12-01,Europe,308394,2300,2300
2020-12-01,Europe,42820,507,507
2020-12-01,Europe,62016,446,446
2020-12-01,Europe,277298,1892,1892
2020-12-01,Europe,445085,2915,2915
2020-12-01,Europe,9321,201,201
2020-12-01,Europe,979842,34515,34515
2020-12-01,Europe,556,35,35
2020-12-01,Europe,43449,989,989
2020-12-01,Europe,16654,589,589
2020-12-01,Europe,23971,576,576
2020-12-01,Europe,18517,1031,1031
2020-12-01,Europe,6402,309,309
2020-12-01,Europe,285,12,12
2020-12-01,Europe,93865,4567,4567
2020-12-01,Europe,5453,510,510
2020-12-01,Europe,7732,593,593
2020-12-01,Europe,9505,577,577
2020-12-01,Europe,29118,1179,1179
2020-12-01,Europe,17429,486,486
2020-12-01,Europe,736,204,204
2020-12-01,Europe,1813827,4205,4205
2020-12-01,Europe,5596,904,904
2020-12-01,Europe,14962,376,376
2020-12-01,Europe,41253,316,316
2020-12-01,Europe,2895,180,180
2020-12-01,Europe,174782,419,419
2020-12-01,Europe,21638,571,571
2020-12-01,Europe,243397,733,733
2020-12-01,Europe,80833,792,792
2020-12-01,Europe,12419,117,117
2020-12-01,Europe,4776,851,851
2020-12-01,Europe,1481,230,230
2020-12-01,Europe,2942,526,526
2020-12-01,Europe,4137,676,676
2020-12-01,Europe,6821,109,109
2020-12-01,Europe,34345,247,247
2020-12-01,Europe,83706,602,602
2020-12-01,Europe,301176,2166,2166
2020-12-01,Europe,6674,48,48
2020-12-01,Europe,22044,261,261
2020-12-01,Europe,170074,1238,1238
2020-12-01,Europe,16586,356,356
2020-12-01,Europe,77263,1665,1665
2020-12-01,Europe,29844,642,642
2020-12-01,Europe,39103,263,263
2020-12-01,Europe,34512,9785,9785
2020-12-01,Europe,10249,2906,2906
2020-12-01,Europe,2949,836,836
2020-12-01,Europe,4632,1115,1115
2020-12-01,Europe,32846,1153,1153
2020-12-01,Europe,422275,14499,14499
2020-12-01,Europe,5307,204,204
2020-12-01,Europe,30077,1197,1197
2020-12-01,Europe,65351,725,725
2020-12-01,Europe,155911,1844,1844
2020-12-01,Europe,5267,272,136
2020-12-01,Europe,37617,2936,1468
2020-12-01,Europe,6505,508,254
2020-12-01,Europe,18313,500,250
2020-12-01,Europe,8572,438,219
2020-12-01,Europe,11643,754,377
2020-12-01,Europe,15380,884,442
2020-12-01,Europe,56728,3776,1888
2020-12-01,Europe,17723,806,403
2020-12-01,Europe,1738,84,42
2020-12-01,Europe,68132,3264,1632
2020-12-01,Europe,17728,906,453
2020-12-01,Europe,9692,522,261
2020-12-01,Europe,40,2,1
2020-12-01,Europe,20225,806,403
2020-12-01,Europe,25177,1586,793
2020-12-01,Europe,1642,104,52
2020-12-01,Europe,119115,5775,1925
2020-12-01,Europe,15066,1276,319
2020-12-01,Europe,33835,3528,882
2020-12-01,Europe,12017,1096,274
2020-12-01,Europe,11707,980,245
2020-12-01,Europe,36086,2172,543
2020-12-01,Europe,13663,3628,907
2020-12-01,Europe,8564,852,213
2020-12-01,Europe,51002,8248,2062
2020-12-01,Europe,10642,1488,372
2020-12-01,Europe,8440,840,210
2020-12-01,Europe,18484,1564,391
2020-12-01,Europe,32632,2764,691
2020-12-01,Europe,4625,460,115
2020-12-01,Europe,29660,2516,629
2020-12-01,Europe,43515,1004,251
2020-12-01,Europe,56210,1988,497
2020-12-01,Europe,5780,1600,400
2020-12-01,Europe,44826,9404,2351
2020-12-01,Europe,23324,4364,1091
2020-12-01,Europe,53508,7484,1871
2020-12-01,Europe,3990,685,137
2020-12-01,Europe,1788,485,97
2020-12-01,Europe,15392,3940,788
2020-12-01,Europe,9753,2705,541
2020-12-01,Europe,13669,3310,662
2020-12-01,Europe,2493,600,120
2020-12-01,Europe,9095,2340,468
2020-12-01,Europe,353,85,17
2020-12-01,Europe,1323,375,75
2020-12-01,Europe,4712,1150,230
2020-12-01,Europe,3547,910,182
2020-12-01,Europe,12950,3330,666
2020-12-01,Europe,11603,2970,594
2020-12-01,Europe,54312,2772,462
2020-12-01,Europe,3890,1032,172
2020-12-01,Europe,2985,792,132
2020-12-01,Europe,31414,1920,320
2020-12-01,Europe,13269,4548,758
2020-12-01,Europe,1303,594,99
2020-12-01,Europe,1882,594,99
2020-12-01,Europe,9023,2394,399
2020-12-01,Europe,15626,4146,691
2020-12-01,Europe,13257,5790,965
2020-12-01,Europe,52643,18918,3153
2020-12-01,Europe,18814,4992,832
2020-12-01,Europe,16428,864,144
2020-12-01,Europe,9527,3438,573
2020-12-01,Europe,2789,780,130
2020-12-01,Europe,4116,1092,182
2020-12-01,Europe,10324,4602,767
2020-12-01,Europe,52337,19320,3220
2020-12-01,Europe,17831,7788,1298
2020-12-01,Europe,4274,1134,189
2020-12-01,Europe,1812586,534522,89087
2020-12-01,Europe,14184,2364,197
2020-12-01,Europe,11245,9963,369
2020-12-01,Europe,106430,146718,5434
2020-12-01,Europe,60356,59427,2201
2020-12-01,Europe,26587,5778,214
2020-12-01,Europe,57793,62721,2323
2020-12-01,Europe,59148,55566,2058
2020-12-01,Europe,83043,95202,3526
2020-12-01,Europe,55198,41472,1536
2020-12-01,Europe,3918,2484,92
2020-12-01,Europe,89618,54378,2014
2020-12-01,Europe,12814,2565,95
2020-12-01,Europe,15982,3186,118
2020-12-01,Europe,40558,21357,791
2020-12-01,Europe,74007,67662,2506
2020-12-01,Europe,48920,43038,1594
2020-12-01,Europe,34796,14688,544
2020-12-01,Europe,23924,20520,760
2020-12-01,Europe,102857,21762,806
2020-12-01,Europe,22737,10503,389
2020-12-01,Europe,39766,13581,503
2020-12-01,Europe,55169,23220,860
2020-12-01,Europe,23639,39956,1427
2020-12-01,Europe,2050,4816,172
2020-12-01,Europe,6061,18844,673
2020-12-01,Europe,12130,20776,742
2020-12-01,Europe,31483,58464,2088
2020-12-01,Europe,22610,38948,1391
2020-12-01,Europe,28410,58128,2076
2020-12-01,Europe,44998,104636,3737
2020-12-01,Europe,8200,13860,495
2020-12-01,Europe,3379,9716,347
2020-12-01,Europe,1798,4928,176
2020-12-01,Europe,45051,96432,3444
2020-12-01,Europe,0,1230,41
2020-12-01,Europe,33802,4980,166
2020-12-01,Europe,51801,15960,532
2020-12-01,Europe,167142,21510,717
2020-12-01,Europe,67632,5040,168
2020-12-01,Europe,94838,9000,300
2020-12-01,Europe,210398,195888,3498
2020-12-01,Europe,64089,86800,1550
2020-12-01,Europe,898565,1954288,34898
2020-12-01,Europe,236198,477288,8523
2020-12-01,Europe,318736,276304,4934
2020-12-01,Europe,846080,1916432,34222
2020-12-01,Europe,18639,6104,109
2020-12-01,Europe,48334,41832,747
2020-12-01,Europe,698244,1636936,29231
2020-12-01,Europe,846956,1817760,32460
2020-12-01,Europe,232190,474040,8465
2020-12-01,Europe,86594,178360,3185
2020-12-01,Europe,172132,351232,6272
2020-12-01,Europe,73,56,1
2020-12-01,Europe,4390,3360,60
2020-12-01,Europe,23,56,1
2020-12-01,Europe,320955,670656,11976
2020-12-01,Europe,575400,1273160,22735
2020-12-01,Europe,40317,94864,1694
2020-12-01,Europe,146545,234808,4193
2020-12-01,Europe,907906,2144688,12766
2021-01-01,Europe,463,43,43
2021-01-01,Europe,411,49,49
2021-01-01,Europe,22620,575,575
2021-01-01,Europe,19399,493,493
2021-01-01,Europe,159958,4205,4205
2021-01-01,Europe,500034,13197,13197
2021-01-01,Europe,17946,533,533
2021-01-01,Europe,10459,291,291
2021-01-01,Europe,9427,1081,1081
2021-01-01,Europe,3828,352,352
2021-01-01,Europe,1223,20,20
2021-01-01,Europe,4638,38,38
2021-01-01,Europe,131267,107,107
2021-01-01,Europe,317041,2211,2211
2021-01-01,Europe,6377,162,162
2021-01-01,Europe,61409,1560,1560
2021-01-01,Europe,6438,1010,1010
2021-01-01,Europe,65731,3174,3174
2021-01-01,Europe,3228,164,164
2021-01-01,Europe,16011,1514,1514
2021-01-01,Europe,4132,962,962
2021-01-01,Europe,752,141,141
2021-01-01,Europe,1128,161,161
2021-01-01,Europe,993,172,172
2021-01-01,Europe,784,143,143
2021-01-01,Europe,2442,123,123
2021-01-01,Europe,5427,428,428
2021-01-01,Europe,1659,124,124
2021-01-01,Europe,759,71,71
2021-01-01,Europe,3233,317,317
2021-01-01,Europe,2270,195,195
2021-01-01,Europe,3449,371,371
2021-01-01,Europe,17751,1947,1947
2021-01-01,Europe,35465,986,986
2021-01-01,Europe,19633,1190,1190
2021-01-01,Europe,8176,411,411
2021-01-01,Europe,62746,713,713
2021-01-01,Europe,56145,3170,3170
2021-01-01,Europe,40205,311,311
2021-01-01,Europe,70660,1795,1795
2021-01-01,Europe,50484,473,473
2021-01-01,Europe,155885,3969,3969
2021-01-01,Europe,97416,7842,7842
2021-01-01,Europe,59160,7211,7211
2021-01-01,Europe,11481,567,567
2021-01-01,Europe,22450,3608,3608
2021-01-01,Europe,643316,7617,7617
2021-01-01,Europe,10707,77,77
2021-01-01,Europe,1840771,13719,13719
2021-01-01,Europe,115707,1370,1370
2021-01-01,Europe,432887,3191,3191
2021-01-01,Europe,156752,3378,3378
2021-01-01,Europe,68197,1469,1469
2021-01-01,Europe,130,2,2
2021-01-01,Europe,54635,15489,15489
2021-01-01,Europe,18137,4423,4423
2021-01-01,Europe,53961,1914,1914
2021-01-01,Europe,364,7,7
2021-01-01,Europe,75668,2714,2714
2021-01-01,Europe,26161,6941,6941
2021-01-01,Europe,67309,24214,24214
2021-01-01,Europe,2404,148,148
2021-01-01,Europe,2759,135,135
2021-01-01,Europe,312,32,32
2021-01-01,Europe,25014,2528,2528
2021-01-01,Europe,150136,7567,7567
2021-01-01,Europe,4187,252,252
2021-01-01,Europe,31884,1959,1959
2021-01-01,Europe,11437,318,318
2021-01-01,Europe,8025,483,483
2021-01-01,Europe,8546,346,346
2021-01-01,Europe,22022,613,613
2021-01-01,Europe,2185,70,70
2021-01-01,Europe,1942,695,695
2021-01-01,Europe,8900,2338,2338
2021-01-01,Europe,6907,970,970
2021-01-01,Europe,24501,3931,3931
2021-01-01,Europe,1138,87,87
2021-01-01,Europe,9951,1184,1184
2021-01-01,Europe,10939,443,443
2021-01-01,Europe,31952,1106,1106
2021-01-01,Europe,7813,190,190
2021-01-01,Europe,8715,535,535
2021-01-01,Europe,296160,240,240
2021-01-01,Europe,10819,89,89
2021-01-01,Europe,271030,221,221
2021-01-01,Europe,3890,32,32
2021-01-01,Europe,35515,124,124
2021-01-01,Europe,260709,235,235
2021-01-01,Europe,21079,549,549
2021-01-01,Europe,11852,192,192
2021-01-01,Europe,10566,99,99
2021-01-01,Europe,59715,139,139
2021-01-01,Europe,263332,2075,2075
2021-01-01,Europe,388337,4598,4598
2021-01-01,Europe,1189662,8833,8833
2021-01-01,Europe,526883,3943,3943
2021-01-01,Europe,141951,1709,1709
2021-01-01,Europe,30745,1009,1009
2021-01-01,Europe,826336,9784,9784
2021-01-01,Europe,737720,5429,5429
2021-01-01,Europe,206162,2441,2441
2021-01-01,Europe,162488,1216,1216
2021-01-01,Europe,38682,458,458
2021-01-01,Europe,244730,1646,1646
2021-01-01,Europe,277298,1892,1892
2021-01-01,Europe,467983,3069,3069
2021-01-01,Europe,2087,45,45
2021-01-01,Europe,1013,63,63
2021-01-01,Europe,36070,1298,1298
2021-01-01,Europe,32685,1156,1156
2021-01-01,Europe,21849,520,520
2021-01-01,Europe,15073,807,807
2021-01-01,Europe,10753,519,519
2021-01-01,Europe,31615,526,526
2021-01-01,Europe,8562,793,793
2021-01-01,Europe,10335,627,627
2021-01-01,Europe,27019,1094,1094
2021-01-01,Europe,6791,190,190
2021-01-01,Europe,5221,556,556
2021-01-01,Europe,1787374,4175,4175
2021-01-01,Europe,14962,376,376
2021-01-01,Europe,37590,380,380
2021-01-01,Europe,10211,540,540
2021-01-01,Europe,174782,419,419
2021-01-01,Europe,25500,670,670
2021-01-01,Europe,243397,733,733
2021-01-01,Europe,63891,626,626
2021-01-01,Europe,35109,344,344
2021-01-01,Europe,56036,840,840
2021-01-01,Europe,4638,834,834
2021-01-01,Europe,971,150,150
2021-01-01,Europe,3352,604,604
2021-01-01,Europe,4644,747,747
2021-01-01,Europe,1579885,5710,5710
2021-01-01,Europe,3692,59,59
2021-01-01,Europe,83275,986,986
2021-01-01,Europe,57459,430,430
2021-01-01,Europe,85049,1007,1007
2021-01-01,Europe,157093,1860,1860
2021-01-01,Europe,96282,1140,1140
2021-01-01,Europe,232148,1707,1707
2021-01-01,Europe,12568,271,271
2021-01-01,Europe,3422,57,57
2021-01-01,Europe,18724,403,403
2021-01-01,Europe,1425379,3011,3011
2021-01-01,Europe,29736,200,200
2021-01-01,Europe,46687,317,317
2021-01-01,Europe,50069,14196,14196
2021-01-01,Europe,8027,2276,2276
2021-01-01,Europe,2331,661,661
2021-01-01,Europe,3988,960,960
2021-01-01,Europe,52516,2950,2950
2021-01-01,Europe,1146540,13793,13793
2021-01-01,Europe,26,1,1
2021-01-01,Europe,10460,399,399
2021-01-01,Europe,135364,2715,2715
2021-01-01,Europe,20518,1000,1000
2021-01-01,Europe,3972,202,101
2021-01-01,Europe,61143,4906,2453
2021-01-01,Europe,5737,448,224
2021-01-01,Europe,23609,600,300
2021-01-01,Europe,11458,742,371
2021-01-01,Europe,15624,804,402
2021-01-01,Europe,7338,466,233
2021-01-01,Europe,14112,1102,551
2021-01-01,Europe,16904,738,369
2021-01-01,Europe,67950,3248,1624
2021-01-01,Europe,16280,1338,669
2021-01-01,Europe,52613,2636,1318
2021-01-01,Europe,17415,890,445
2021-01-01,Europe,8992,488,244
2021-01-01,Europe,40,2,1
2021-01-01,Europe,1516,96,48
2021-01-01,Europe,116021,5625,1875
2021-01-01,Europe,26854,2800,700
2021-01-01,Europe,10752,900,225
2021-01-01,Europe,11083,848,212
2021-01-01,Europe,64132,3860,965
2021-01-01,Europe,12904,3416,854
2021-01-01,Europe,7962,792,198
2021-01-01,Europe,2035,716,179
2021-01-01,Europe,9686,2688,672
2021-01-01,Europe,20186,3764,941
2021-01-01,Europe,15646,1888,472
2021-01-01,Europe,7919,788,197
2021-01-01,Europe,22833,1932,483
2021-01-01,Europe,34613,804,201
2021-01-01,Europe,10043,2780,695
2021-01-01,Europe,57136,10656,2664
2021-01-01,Europe,61878,5256,1314
2021-01-01,Europe,1751,475,95
2021-01-01,Europe,3340,800,160
2021-01-01,Europe,2077,570,114
2021-01-01,Europe,2306,555,111
2021-01-01,Europe,3831,935,187
2021-01-01,Europe,6050,1555,311
2021-01-01,Europe,17558,4515,903
2021-01-01,Europe,42504,2172,362
2021-01-01,Europe,5247,1392,232
2021-01-01,Europe,2985,792,132
2021-01-01,Europe,30387,1830,305
2021-01-01,Europe,11550,4494,749
2021-01-01,Europe,17076,5916,986
2021-01-01,Europe,6350,1260,210
2021-01-01,Europe,1263,576,96
2021-01-01,Europe,7191,1908,318
2021-01-01,Europe,12799,3396,566
2021-01-01,Europe,52643,18918,3153
2021-01-01,Europe,18814,4992,832
2021-01-01,Europe,2269,1032,172
2021-01-01,Europe,8615,3096,516
2021-01-01,Europe,2789,780,130
2021-01-01,Europe,4116,1092,182
2021-01-01,Europe,1294,504,84
2021-01-01,Europe,7820,3438,573
2021-01-01,Europe,29749,10698,1783
2021-01-01,Europe,17832,7788,1298
2021-01-01,Europe,3819,1668,278
2021-01-01,Europe,9679,2568,428
2021-01-01,Europe,1409140,415548,69258
2021-01-01,Europe,4062,1800,300
2021-01-01,Europe,4068,816,68
2021-01-01,Europe,15731,5616,208
2021-01-01,Europe,234436,127656,4728
2021-01-01,Europe,693399,173421,6423
2021-01-01,Europe,1248267,170532,6316
2021-01-01,Europe,298376,84456,3128
2021-01-01,Europe,297499,5778,214
2021-01-01,Europe,282511,58860,2180
2021-01-01,Europe,76228,90450,3350
2021-01-01,Europe,164,108,4
2021-01-01,Europe,715847,18873,699
2021-01-01,Europe,752501,81000,3000
2021-01-01,Europe,308780,20520,760
2021-01-01,Europe,2424139,21762,806
2021-01-01,Europe,1629006,15228,564
2021-01-01,Europe,55169,23220,860
2021-01-01,Europe,23589,39872,1424
2021-01-01,Europe,25522,45976,1642
2021-01-01,Europe,2059,4844,173
2021-01-01,Europe,4081,8596,307
2021-01-01,Europe,5692,17696,632
2021-01-01,Europe,36224,84420,3015
2021-01-01,Europe,50368,85260,3045
2021-01-01,Europe,308383,799148,28541
2021-01-01,Europe,31068,57596,2057
2021-01-01,Europe,29095,59528,2126
2021-01-01,Europe,27822,56924,2033
2021-01-01,Europe,16863,28504,1018
2021-01-01,Europe,44998,104636,3737
2021-01-01,Europe,7554,12768,456
2021-01-01,Europe,3282,9436,337
2021-01-01,Europe,1635,4480,160
2021-01-01,Europe,27217,46004,1643
2021-01-01,Europe,49678,120596,4307
2021-01-01,Europe,42451,90552,3234
2021-01-01,Europe,14955,1230,41
2021-01-01,Europe,218875,4980,166
2021-01-01,Europe,343726,18870,629
2021-01-01,Europe,721495,6210,207
2021-01-01,Europe,55808,4590,153
2021-01-01,Europe,82172,1980,66
2021-01-01,Europe,317978,7770,259
2021-01-01,Europe,16868,5152,92
2021-01-01,Europe,185051,176120,3145
2021-01-01,Europe,325683,1047256,18701
2021-01-01,Europe,2469918,1954288,34898
2021-01-01,Europe,938518,438368,7828
2021-01-01,Europe,4019,6272,112
2021-01-01,Europe,2714658,2620408,46793
2021-01-01,Europe,174,336,6
2021-01-01,Europe,1705895,1456000,26000
2021-01-01,Europe,804128,1817424,32454
2021-01-01,Europe,187230,395640,7065
2021-01-01,Europe,40058,85400,1525
2021-01-01,Europe,71,56,1
2021-01-01,Europe,23,56,1
2021-01-01,Europe,1826702,599368,10703
2021-01-01,Europe,770505,56112,1002
2021-01-01,Europe,426795,240352,4292
2021-01-01,Europe,1339536,257656,4601
2021-01-01,Europe,146545,234808,4193
2021-01-01,Europe,550120,80248,1433
2021-01-01,Europe,97790,223776,1332
2021-01-01,Europe,2353585,1850016,11012
2021-02-01,Europe,463,43,43
2021-02-01,Europe,377,45,45
2021-02-01,Europe,75839,2448,2448
2021-02-01,Europe,38376,1007,1007
2021-02-01,Europe,804,69,69
2021-02-01,Europe,14158,393,393
2021-02-01,Europe,3826,399,399
2021-02-01,Europe,8977,1024,1024
2021-02-01,Europe,3657,336,336
2021-02-01,Europe,5196,250,250
2021-02-01,Europe,1101,18,18
2021-02-01,Europe,131267,107,107
2021-02-01,Europe,111629,2855,2855
2021-02-01,Europe,6377,162,162
2021-02-01,Europe,4379,505,505
2021-02-01,Europe,5887,920,920
2021-02-01,Europe,2574,160,160
2021-02-01,Europe,2597,61,61
2021-02-01,Europe,6310,240,240
2021-02-01,Europe,57682,2784,2784
2021-02-01,Europe,2921,144,144
2021-02-01,Europe,7308,455,455
2021-02-01,Europe,717,70,70
2021-02-01,Europe,15064,1401,1401
2021-02-01,Europe,2473,519,519
2021-02-01,Europe,736,138,138
2021-02-01,Europe,1140,203,203
2021-02-01,Europe,1014,145,145
2021-02-01,Europe,935,165,165
2021-02-01,Europe,1942,241,241
2021-02-01,Europe,6641,334,334
2021-02-01,Europe,3168,232,232
2021-02-01,Europe,622,44,44
2021-02-01,Europe,5378,425,425
2021-02-01,Europe,13802,385,385
2021-02-01,Europe,3233,317,317
2021-02-01,Europe,2206,190,190
2021-02-01,Europe,3123,336,336
2021-02-01,Europe,3237,171,171
2021-02-01,Europe,16566,1797,1797
2021-02-01,Europe,10674,894,894
2021-02-01,Europe,59189,1644,1644
2021-02-01,Europe,16793,1016,1016
2021-02-01,Europe,7709,247,247
2021-02-01,Europe,7540,379,379
2021-02-01,Europe,36844,285,285
2021-02-01,Europe,24155,187,187
2021-02-01,Europe,889714,721,721
2021-02-01,Europe,135927,3453,3453
2021-02-01,Europe,98412,8561,8561
2021-02-01,Europe,11293,527,527
2021-02-01,Europe,1997,121,121
2021-02-01,Europe,22640,3627,3627
2021-02-01,Europe,837485,9916,9916
2021-02-01,Europe,593147,7023,7023
2021-02-01,Europe,2280,27,27
2021-02-01,Europe,8361,99,99
2021-02-01,Europe,1702698,12726,12726
2021-02-01,Europe,109373,1295,1295
2021-02-01,Europe,412586,3045,3045
2021-02-01,Europe,303119,3589,3589
2021-02-01,Europe,119745,2580,2580
2021-02-01,Europe,42939,12174,12174
2021-02-01,Europe,7000,173,173
2021-02-01,Europe,20484,8961,8961
2021-02-01,Europe,21657,5746,5746
2021-02-01,Europe,51119,18379,18379
2021-02-01,Europe,266579,2957,2957
2021-02-01,Europe,2739,134,134
2021-02-01,Europe,24167,2427,2427
2021-02-01,Europe,6809,570,570
2021-02-01,Europe,7693,463,463
2021-02-01,Europe,27856,773,773
2021-02-01,Europe,9095,457,457
2021-02-01,Europe,4338,139,139
2021-02-01,Europe,1942,695,695
2021-02-01,Europe,5847,1666,1666
2021-02-01,Europe,8855,2324,2324
2021-02-01,Europe,9180,2518,2518
2021-02-01,Europe,6843,961,961
2021-02-01,Europe,6804,218,218
2021-02-01,Europe,2342,179,179
2021-02-01,Europe,8774,1044,1044
2021-02-01,Europe,14783,682,682
2021-02-01,Europe,29484,1046,1046
2021-02-01,Europe,7278,177,177
2021-02-01,Europe,7012,436,436
2021-02-01,Europe,6722,52,52
2021-02-01,Europe,10697,88,88
2021-02-01,Europe,15198,129,129
2021-02-01,Europe,111602,91,91
2021-02-01,Europe,258818,233,233
2021-02-01,Europe,19942,519,519
2021-02-01,Europe,51694,185,185
2021-02-01,Europe,4448,113,113
2021-02-01,Europe,10566,99,99
2021-02-01,Europe,59715,139,139
2021-02-01,Europe,263332,2075,2075
2021-02-01,Europe,332797,1022,1022
2021-02-01,Europe,2215,472,472
2021-02-01,Europe,92434,7005,7005
2021-02-01,Europe,7571,1613,1613
2021-02-01,Europe,366885,4344,4344
2021-02-01,Europe,1253,9,9
2021-02-01,Europe,763077,9035,9035
2021-02-01,Europe,667292,6252,6252
2021-02-01,Europe,196449,2326,2326
2021-02-01,Europe,34713,411,411
2021-02-01,Europe,200852,1393,1393
2021-02-01,Europe,10471,190,190
2021-02-01,Europe,886246,31093,31093
2021-02-01,Europe,429,27,27
2021-02-01,Europe,1013,63,63
2021-02-01,Europe,34403,1238,1238
2021-02-01,Europe,22902,810,810
2021-02-01,Europe,19727,464,464
2021-02-01,Europe,155,6,6
2021-02-01,Europe,122784,5984,5984
2021-02-01,Europe,7575,581,581
2021-02-01,Europe,6996,426,426
2021-02-01,Europe,17338,702,702
2021-02-01,Europe,6495,181,181
2021-02-01,Europe,3249,104,104
2021-02-01,Europe,4042,653,653
2021-02-01,Europe,8803,506,506
2021-02-01,Europe,117224,1599,1599
2021-02-01,Europe,174782,419,419
2021-02-01,Europe,6550,169,169
